0	86	98	99	99	96	92	93	74	99	99	95	94	70	99	96	82	94	98	99	94	96	94	96	99	94	96	99	83	85	99	99	99	88	99	79	76	99	99	89	96	98	99	99	98	99	86	98	88	71	99	95	87	98	99	95	99	90	99	99	99	99	99	78	99	99	99	81	97	99	99	99	99	99	97	99	82	90	81	99	96	99	63	99	99	99	97	67	98	99	99	96	99	99	99	99	98	93	99	96	99	93	85	99	99	93	89	99	99	94	65	95	99	94	80	98	99
86	0	99	95	98	98	96	94	94	99	99	97	99	99	99	99	99	95	99	99	99	99	99	99	99	99	96	99	97	98	99	99	99	99	99	82	79	99	99	94	99	99	99	99	99	99	99	99	90	85	99	99	95	99	99	99	99	97	99	99	99	99	99	90	99	99	99	98	99	99	99	99	99	99	98	99	99	99	99	99	99	99	89	99	99	98	97	73	97	99	99	98	99	99	99	99	99	99	99	96	99	97	95	99	99	96	92	99	99	97	72	99	99	95	84	94	99
98	99	0	93	97	99	87	99	91	93	94	99	88	97	99	93	97	96	99	94	90	95	98	99	99	97	86	99	85	89	99	99	99	96	99	95	97	94	99	83	92	38	99	99	96	99	97	86	85	94	97	79	95	99	95	79	75	86	99	99	99	99	99	94	99	98	99	98	98	99	99	99	99	99	92	95	99	89	95	99	99	99	92	94	99	59	92	97	96	99	99	89	99	95	71	93	99	90	99	94	99	73	92	99	86	94	92	94	93	89	99	87	99	99	97	66	99
99	95	93	0	94	99	94	97	88	99	99	98	99	99	99	99	92	99	99	99	97	99	99	99	99	99	90	99	79	98	99	99	99	99	99	95	92	98	99	97	97	99	99	99	91	99	92	97	93	94	99	99	97	99	99	99	99	99	99	99	99	99	99	95	99	98	99	98	99	99	99	99	99	99	92	92	99	99	99	99	99	99	96	99	99	99	93	92	91	99	99	99	99	91	99	99	93	99	99	87	91	89	90	99	99	98	95	91	97	94	99	99	99	93	98	90	95
99	98	97	94	0	95	98	99	97	99	99	99	99	99	99	99	99	97	99	99	99	99	99	99	99	98	97	99	92	97	99	99	99	99	99	97	98	92	99	98	98	99	99	99	99	99	99	99	99	98	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	97	99	95	99	99	99	99	99	99	96	99	99	99	99	99	99	99	97	98	99	95	96	97	96	99	99	89	99	99	99	98	99	99	99	97	99	93	92	99	99	97	97	99	99	96	99	99	99	96	99	91	99
96	98	99	99	95	0	97	99	98	99	99	94	99	99	99	98	97	96	98	99	98	97	97	99	99	82	85	99	98	93	99	99	99	92	99	99	99	97	99	97	95	99	99	99	97	99	98	99	99	97	99	96	85	99	99	96	99	99	99	94	99	99	99	99	99	97	99	98	99	99	99	99	99	99	71	93	93	99	98	99	99	99	95	99	99	94	99	99	99	99	99	94	99	97	99	84	99	99	99	99	99	89	89	99	99	95	98	99	95	95	99	99	99	98	84	94	99
92	96	87	94	98	97	0	89	92	98	97	95	98	92	99	95	63	95	95	96	67	97	96	96	99	95	82	99	93	93	99	99	99	92	99	87	94	77	99	88	91	92	99	99	55	99	70	87	88	76	97	93	83	96	69	93	96	98	99	99	99	99	99	93	99	98	99	96	99	99	99	99	99	99	82	90	99	92	93	99	99	99	85	67	99	92	95	90	92	99	99	96	99	52	94	96	73	98	99	97	61	87	89	99	92	93	95	69	99	95	92	90	99	96	94	90	99
93	94	99	97	99	99	89	0	98	99	99	98	99	99	99	99	99	89	99	99	99	99	99	99	99	99	97	99	98	96	99	99	99	99	99	90	90	99	99	91	99	99	99	99	99	99	99	98	35	93	88	99	98	99	99	99	96	98	99	99	99	99	99	89	99	92	99	98	99	99	99	99	99	99	98	99	99	99	99	99	99	99	89	99	99	99	95	71	88	99	99	98	99	99	90	99	99	99	99	98	99	84	91	99	99	93	96	99	99	95	87	99	99	81	90	75	99
74	94	91	88	97	98	92	98	0	96	99	98	99	52	99	64	73	98	99	99	95	98	94	99	99	92	85	99	62	80	99	99	99	77	99	92	87	99	99	77	95	96	99	99	93	99	80	96	79	81	99	82	86	99	99	82	64	95	99	99	99	99	99	82	99	99	99	67	99	99	99	99	99	99	91	94	99	66	66	99	99	99	64	99	99	99	91	87	86	99	99	95	99	99	88	96	99	99	99	90	97	69	80	99	61	90	91	99	99	93	90	99	99	94	93	89	99
99	99	93	99	99	99	98	99	96	0	99	98	99	99	99	96	99	99	91	99	99	87	99	99	99	95	99	99	97	95	99	99	99	99	99	99	99	99	99	96	98	92	99	99	99	99	99	99	96	99	99	99	99	99	99	99	92	99	99	99	99	99	99	99	99	98	99	98	99	99	99	99	99	99	93	99	99	98	99	99	99	99	93	99	99	85	99	99	97	99	99	99	99	99	95	99	99	99	99	99	99	96	97	99	96	90	98	99	99	98	99	99	99	99	95	95	99
99	99	94	99	99	99	97	99	99	99	0	98	92	99	99	99	97	96	99	22	99	99	91	99	99	99	99	99	99	94	99	99	99	96	99	99	98	97	99	96	99	98	99	99	97	99	99	41	91	98	99	82	99	99	99	82	99	99	99	99	99	99	99	97	99	99	99	99	99	99	99	99	99	99	97	99	99	99	48	99	99	99	97	99	99	99	99	99	99	99	99	98	99	99	90	99	98	87	99	99	99	87	93	99	99	98	97	99	99	93	99	99	99	99	99	94	99
95	97	99	98	99	94	95	98	98	98	98	0	99	98	99	98	95	97	92	99	97	94	95	91	99	91	96	99	96	94	99	99	99	99	99	95	95	99	99	96	96	99	99	99	96	99	96	99	97	94	99	97	94	91	99	97	99	99	99	99	99	99	99	97	99	98	99	95	99	99	95	99	99	99	91	90	98	95	99	99	92	99	91	98	99	95	99	93	98	99	99	99	99	96	99	96	94	98	99	80	96	97	93	99	99	90	97	98	98	98	93	99	99	96	90	99	99
94	99	88	99	99	99	98	99	99	99	92	99	0	99	99	99	99	93	99	91	99	99	90	99	99	99	99	99	99	77	99	99	99	96	99	99	94	99	99	95	99	99	99	99	99	99	97	79	98	91	99	63	98	99	99	63	99	99	99	99	99	99	99	97	99	99	99	99	99	99	99	99	99	99	98	99	99	99	93	99	99	99	92	99	99	99	99	99	99	99	99	96	99	99	98	99	99	21	99	99	99	85	72	99	99	94	98	99	92	86	99	93	99	99	99	99	99
70	99	97	99	99	99	92	99	52	99	99	98	99	0	99	91	61	99	95	99	93	98	95	92	99	85	92	99	59	71	99	99	99	89	99	99	97	99	99	84	92	97	99	99	98	99	69	98	99	82	99	89	83	99	99	89	99	95	99	99	99	99	99	81	99	99	99	61	99	99	99	99	99	99	95	95	99	67	60	99	91	99	53	99	99	99	96	99	99	99	99	97	99	99	99	96	98	99	99	97	99	82	80	99	88	93	93	99	99	94	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99	0	99	99	99	99	99	99	99	99	99	89	99	99	0	99	99	0	99	0	99	87	99	99	99	0	99	99	99	79	0	99	87	99	99	99	99	99	99	99	99	99	99	99	99	0	99	84	0	0	99	0	99	84	99	99	79	99	0	0	0	99	99	99	99	99	95	99	0	99	99	0	99	99	99	99	0	79	99	0	99	99	99	99	99	49	99	99	99	99	84	99	99	99	99	99	99	99	99	79	99	99	99	99
96	99	93	99	99	98	95	99	64	96	99	98	99	91	99	0	93	99	92	99	98	99	95	99	99	91	90	99	96	94	99	99	99	78	99	99	97	99	99	84	99	98	99	99	93	99	99	98	84	97	99	79	97	99	99	79	63	99	99	99	99	99	99	98	99	99	99	89	99	99	99	99	99	99	94	93	99	67	90	99	84	99	95	99	99	99	95	99	89	99	99	95	99	99	88	96	99	99	99	96	97	78	94	99	60	94	98	99	99	98	99	99	99	99	99	92	99
82	99	97	92	99	97	63	99	73	99	97	95	99	61	99	93	0	98	96	97	82	98	96	99	99	93	96	99	78	82	99	99	99	87	99	99	97	99	99	90	85	96	99	99	55	99	37	96	99	72	99	92	79	98	99	92	99	97	99	99	99	99	99	86	99	99	99	78	99	99	99	99	99	99	93	87	99	82	75	99	94	99	68	99	99	98	97	99	93	99	99	95	99	64	98	97	62	99	99	98	42	86	86	99	94	95	91	89	99	95	99	99	99	99	99	98	99
94	95	96	99	97	96	95	89	98	99	96	97	93	99	99	99	98	0	96	97	88	99	96	99	99	98	97	99	98	97	99	99	99	99	99	93	92	94	99	95	99	96	99	99	99	99	99	96	88	93	98	98	96	95	99	98	98	98	99	99	99	99	99	94	99	98	99	97	99	99	99	99	99	99	95	62	99	99	98	99	99	99	92	99	99	95	98	89	97	99	99	94	99	99	96	95	99	90	99	99	99	95	88	99	99	96	92	99	99	94	91	98	99	93	92	90	99
98	99	99	99	99	98	95	99	99	91	99	92	99	95	99	92	96	96	0	99	98	76	99	99	99	82	99	99	93	87	99	99	99	99	99	99	99	99	99	93	97	99	99	99	99	99	99	99	99	98	99	93	99	99	97	93	99	99	99	99	99	99	99	98	99	97	99	94	99	99	99	99	99	99	88	98	98	80	99	99	66	99	82	96	99	80	99	99	98	99	99	96	99	99	99	94	98	99	99	99	99	96	89	99	99	80	95	99	99	92	99	99	99	99	91	99	99
99	99	94	99	99	99	96	99	99	99	22	99	91	99	99	99	97	97	99	0	99	99	99	99	99	99	99	99	99	96	99	99	99	97	99	99	99	99	99	97	99	98	99	99	97	99	99	36	90	98	99	84	99	99	99	84	99	99	99	99	99	99	99	97	99	99	99	99	99	99	99	99	99	99	97	99	99	99	43	99	99	99	98	99	99	99	99	99	99	99	99	99	99	99	89	99	99	93	99	99	99	86	99	99	99	98	99	99	99	95	99	99	99	99	99	94	99
